,carat,cut,color,clarity,depth,table,price,x,y,z
3308,0.9,Very Good,G,VS1,62.4,58.0,4297,6.14,6.16,3.84
3309,1.01,Premium,D,VS1,61.1,61.0,7785,6.46,6.4,3.93
3310,0.45,Good,F,VS2,56.8,62.0,1066,5.1,5.14,2.91
3311,0.35,Ideal,I,VS2,61.7,57.0,630,4.56,4.52,2.8
3312,1.24,Ideal,I,SI2,60.7,57.0,4937,6.98,6.92,4.22
3313,0.31,Premium,G,VS2,61.7,59.0,544,4.31,4.34,2.67
3314,0.33,Ideal,E,SI1,62.0,54.0,579,4.41,4.43,2.74
3315,0.35,Premium,F,VS1,60.7,58.0,984,4.58,4.54,2.77
3316,0.33,Ideal,E,VVS1,61.5,56.0,984,4.46,4.49,2.75
3317,1.02,Premium,D,VS2,59.8,61.0,-1,6.61,6.54,3.93
3318,1.5,Premium,G,VS1,60.8,61.0,13720,7.36,7.29,4.45
3319,0.27,Ideal,F,IF,61.8,55.0,796,4.16,4.19,2.58
3320,1.12,Ideal,E,VVS1,61.5,56.0,14407,6.7,6.76,4.13
3321,1.09,Ideal,F,SI1,62.0,56.0,5922,6.61,6.56,4.08
3322,0.9,Very Good,F,VS1,62.5,58.0,4961,6.1,6.15,3.83
3323,0.77,Good,H,VVS2,57.9,61.0,3027,6.07,6.01,3.5
3324,1.29,Premium,I,VS2,62.2,57.0,6279,7.01,6.97,4.35
3325,1.5,Premium,H,VS2,60.0,62.0,11322,7.41,7.38,4.44
3326,0.35,Ideal,H,IF,60.8,56.0,1017,4.61,4.6,2.8
3327,0.3,Ideal,G,IF,62.6,56.0,794,4.29,4.32,2.69
3328,0.7,Premium,E,VS2,60.9,59.0,2673,5.68,5.71,3.47
3329,0.27,Ideal,E,VVS2,62.1,57.0,622,4.13,4.15,2.57
3330,0.7,Very Good,F,SI1,59.8,60.0,2196,5.75,5.83,3.46
3331,0.61,Ideal,H,VS1,61.6,56.9,1706,5.4,5.49,3.36
3332,1.2,Ideal,H,SI1,61.3,57.0,6675,6.81,6.85,4.19
3333,0.73,Ideal,H,VS2,61.4,55.0,3164,5.79,5.82,3.56
3334,0.4,Premium,D,VS1,62.1,58.0,1123,4.7,4.73,2.93
3335,0.3,Ideal,D,SI1,61.0,54.0,709,4.35,4.34,2.65
3336,0.9,Ideal,F,VS2,62.0,56.0,4838,6.23,6.15,3.84
3337,1.07,Ideal,F,SI1,61.5,56.0,7286,6.58,6.62,4.06
3338,1.02,Premium,G,I1,61.3,57.0,2387,6.47,6.35,3.93
3339,2.17,Premium,D,SI2,62.2,59.0,16472,8.28,8.34,5.17
3340,0.37,Very Good,H,VS1,59.8,59.0,695,4.66,4.7,2.8
3341,0.51,Very Good,G,VVS2,60.9,56.0,1768,5.17,5.21,3.16
3342,1.01,Ideal,I,VS2,61.3,53.0,4887,6.52,6.54,4.0
3343,1.13,Ideal,G,VVS2,61.5,57.0,8889,6.67,6.71,4.12
3344,0.34,Very Good,E,SI2,63.1,56.0,571,4.51,4.46,2.83
3345,0.71,Good,G,SI1,63.9,56.0,2215,5.62,5.59,3.58
3346,1.01,Good,G,SI1,63.2,59.0,5021,6.32,6.36,4.01
3347,0.27,Very Good,E,VVS1,62.3,56.0,682,4.16,4.19,2.6
3348,1.51,Very Good,I,VS2,60.4,58.0,9178,7.36,7.42,4.46
3349,0.3,Very Good,H,SI1,60.9,59.0,432,4.29,4.31,2.62
3350,0.41,Ideal,I,VVS2,62.3,56.0,827,4.73,4.77,2.96
3351,0.32,Ideal,H,VS2,61.7,57.0,529,4.38,4.4,2.71
3352,1.12,Very Good,G,VVS2,62.6,59.0,8564,6.58,6.61,4.13
3353,0.3,Ideal,E,VVS1,61.2,57.0,956,4.36,4.33,2.66
3354,0.34,Premium,I,VS1,59.5,59.0,537,4.55,4.59,2.72
3355,1.62,Ideal,E,VS2,61.4,57.0,16358,7.54,7.58,4.64
3356,1.21,Premium,H,SI2,61.1,60.0,5082,6.91,6.86,4.21
3357,0.47,Good,D,SI1,63.8,59.0,987,4.9,4.88,3.12
3358,0.37,Premium,G,SI1,62.1,60.0,551,4.54,4.61,2.84
3359,0.9,Fair,D,SI2,65.9,59.0,3205,6.0,5.95,3.94
3360,0.3,Premium,D,SI1,61.0,61.0,709,4.29,4.27,2.61
3361,0.4,Ideal,I,IF,62.4,56.0,982,4.7,4.73,2.94
3362,0.3,Good,H,SI2,63.9,57.0,485,4.27,4.24,2.72
3363,0.3,Ideal,H,VS2,62.6,55.0,491,4.28,4.31,2.69
3364,0.87,Very Good,G,SI2,59.9,58.0,2802,6.19,6.23,3.72
3365,0.4,Ideal,E,VVS2,62.6,54.0,1106,4.71,4.74,2.96
3366,1.7,Premium,E,SI1,61.8,58.0,15804,7.62,7.52,4.68
3367,0.52,Ideal,G,VS1,61.8,55.0,1815,5.21,5.17,3.21
3368,0.56,Good,E,VS1,59.8,61.0,1951,5.35,5.36,3.2
3369,1.79,Ideal,H,SI2,61.5,56.0,11643,7.77,7.81,4.79
3370,0.88,Ideal,H,VVS1,62.0,59.0,4334,6.12,6.13,3.8
3371,0.52,Ideal,G,SI1,60.4,57.0,1354,5.23,5.27,3.17
3372,0.4,Ideal,G,VS1,61.3,55.0,877,4.75,4.78,2.92
3373,1.01,Ideal,G,SI1,61.1,58.0,5497,6.43,6.49,3.95
3374,1.23,Very Good,H,VS1,61.3,53.0,7276,6.93,6.98,4.26
3375,1.09,Ideal,G,SI1,62.4,56.0,5496,6.57,6.61,4.11
3376,0.93,Premium,G,SI1,61.0,59.0,4062,6.34,6.28,3.85
3377,0.56,Ideal,H,VS1,61.1,57.0,1715,5.31,5.34,3.25
3378,0.65,Premium,E,SI2,62.6,59.0,1827,5.54,5.49,3.45
3379,0.57,Good,F,VS1,60.0,61.0,1801,5.35,5.38,3.22
3380,2.44,Very Good,J,VS2,58.1,60.0,18430,8.89,8.93,5.18
3381,0.32,Ideal,E,VVS1,61.3,57.0,954,4.38,4.43,2.7
3382,0.38,Ideal,H,SI1,61.5,56.0,680,4.67,4.69,2.88
3383,0.93,Premium,F,SI1,58.8,60.0,4010,6.49,6.37,3.78
3384,2.03,Ideal,G,SI2,62.5,56.0,16505,8.1,8.05,5.05
3385,1.01,Premium,F,VS2,62.1,60.0,6097,6.43,6.36,3.97
3386,0.3,Ideal,F,SI1,61.4,55.0,475,4.34,4.36,2.67
3387,1.11,Ideal,G,VS2,61.2,56.0,6982,6.68,6.65,4.08
3388,0.78,Ideal,H,VVS2,62.1,56.0,3581,5.88,5.9,3.66
3389,1.01,Ideal,I,VS2,62.0,54.0,5099,6.43,6.47,4.0
3390,0.42,Ideal,D,SI1,61.5,56.0,810,4.81,4.85,2.97
3391,0.54,Premium,D,VS2,60.9,58.0,1993,5.31,5.27,3.22
3392,0.26,Ideal,G,VVS2,62.3,56.0,545,4.07,4.1,2.54
3393,0.5,Ideal,H,VS1,61.9,54.0,1370,5.12,5.15,3.18
3394,0.4,Good,E,SI1,63.5,56.0,737,4.67,4.72,2.98
3395,1.11,Fair,H,SI2,64.4,58.0,3730,6.55,6.5,4.2
3396,0.33,Premium,I,VS1,59.5,60.0,668,4.54,4.5,2.69
3397,0.9,Very Good,I,VVS1,61.3,59.0,4099,6.17,6.2,3.79
3398,0.6,Very Good,J,VS2,60.0,59.4,1262,5.47,5.51,3.29
3399,0.3,Good,E,SI1,63.8,55.0,675,4.28,4.25,2.72
3400,1.22,Ideal,G,VS2,59.9,56.0,8485,7.01,6.97,4.19
3401,1.09,Premium,G,VS2,60.6,62.0,6153,6.68,6.58,4.02
3402,0.34,Ideal,I,IF,62.1,54.0,695,4.49,4.53,2.8
3403,0.31,Very Good,D,SI1,62.9,56.0,571,4.31,4.34,2.72
3404,0.5,Very Good,E,VS2,61.3,58.0,1624,5.06,5.12,3.12
3405,1.01,Good,G,VS1,63.8,56.0,6283,6.27,6.34,4.02
3406,0.52,Ideal,D,VS2,62.0,56.0,1679,5.17,5.19,3.21
3407,0.81,Good,E,I1,64.1,59.0,2608,5.89,5.85,3.76
3408,0.31,Ideal,H,VVS2,61.3,56.0,778,4.37,4.4,2.69
3409,1.21,Very Good,D,SI2,62.4,58.0,6248,6.77,6.83,4.24
3410,0.7,Ideal,I,VVS1,61.5,57.0,2620,5.72,5.75,3.52
3411,0.61,Ideal,F,VVS2,61.8,55.0,2634,5.43,5.47,3.37
3412,0.75,Very Good,H,VVS1,60.6,58.0,2806,5.85,5.9,3.56
3413,0.4,Premium,G,VS1,60.3,59.0,1125,4.8,4.76,2.88
3414,0.74,Very Good,G,SI1,63.5,60.0,2468,5.73,5.68,3.62
3415,1.01,Premium,E,SI2,62.3,55.0,3674,6.35,6.29,3.94
3416,0.7,Premium,F,VVS1,61.9,59.0,3109,5.67,5.6,3.49
3417,0.5,Very Good,E,SI1,63.2,57.0,1415,5.06,5.03,3.19
3418,1.02,Ideal,F,SI2,61.6,56.0,4684,6.52,6.49,4.01
3419,0.7,Very Good,F,VS2,62.1,58.0,2400,5.68,5.72,3.54
3420,1.2,Good,G,SI2,63.1,57.0,4847,6.73,6.77,4.26
3421,0.32,Ideal,E,IF,62.6,55.0,1170,4.41,4.38,2.75
3422,0.3,Ideal,G,VVS1,62.3,54.0,1013,4.33,4.31,2.69
3423,0.36,Ideal,G,SI1,62.7,55.0,537,4.54,4.59,2.86
3424,0.41,Very Good,D,SI2,63.8,57.0,727,4.71,4.73,3.01
3425,0.32,Ideal,E,VVS1,62.5,56.0,1044,4.42,4.38,2.75
3426,0.51,Very Good,F,VS1,63.3,59.0,1722,5.09,5.12,3.23
3427,0.36,Premium,G,IF,62.5,60.0,1074,4.49,4.53,2.82
3428,0.39,Good,I,VS2,62.3,61.0,648,4.6,4.61,2.87
3429,0.7,Ideal,I,SI1,61.0,57.0,2287,5.71,5.74,3.5
3430,0.34,Ideal,G,VVS2,62.0,56.0,735,4.46,4.48,2.77
3431,1.23,Ideal,H,SI2,62.4,57.0,6152,6.79,6.84,4.25
3432,0.3,Good,D,SI2,63.3,57.0,447,4.26,4.3,2.71
3433,0.73,Very Good,E,VS2,61.5,58.0,3307,5.71,5.8,3.54
3434,0.32,Ideal,E,VS1,61.8,55.0,972,4.43,4.4,2.73
3435,2.1,Ideal,H,VS2,62.5,57.0,13403,8.21,8.18,5.12
3436,0.9,Premium,D,SI2,61.0,59.0,3740,6.18,6.14,3.76
3437,0.4,Very Good,E,VVS1,61.2,61.0,1333,4.7,4.74,2.89
3438,0.31,Premium,E,SI1,58.3,60.0,698,4.51,4.48,2.62
3439,0.34,Ideal,I,SI1,61.9,57.0,459,4.49,4.52,2.79
3440,0.51,Very Good,F,SI1,63.1,54.0,1312,5.12,5.06,3.21
3441,1.0,Premium,H,VS2,60.4,58.0,4984,6.51,6.46,3.92
3442,1.17,Ideal,G,VS2,61.5,57.0,6139,6.86,6.8,4.2
3443,0.42,Ideal,G,VS1,61.8,57.0,984,4.82,4.79,2.97
3444,0.32,Ideal,G,VS1,62.0,55.0,665,4.43,4.44,2.75
3445,0.3,Premium,H,SI1,59.3,59.0,-1,4.38,4.36,2.59
3446,0.7,Ideal,H,SI1,61.0,56.0,2487,5.74,5.76,3.51
3447,1.53,Very Good,I,VS2,62.8,59.0,9802,7.27,7.31,4.58
3448,0.67,Premium,G,VS2,61.0,61.0,2050,5.66,5.61,3.44
3449,0.5,Very Good,D,VS2,62.8,58.0,1752,5.03,5.07,3.17
3450,0.3,Ideal,G,VVS1,62.3,55.0,789,4.29,4.31,2.68
3451,0.31,Ideal,D,SI1,62.3,56.0,548,4.32,4.35,2.7
3452,0.52,Very Good,F,VS2,61.9,59.0,1550,5.11,5.14,3.17
3453,0.9,Ideal,G,SI1,60.8,58.0,4008,6.2,6.29,3.8
3454,0.53,Ideal,G,VVS2,60.4,56.0,2051,5.29,5.24,3.18
3455,0.38,Very Good,D,VS2,63.1,55.0,1005,4.6,4.59,2.9
3456,0.37,Ideal,E,VVS2,61.8,54.0,1082,4.63,4.6,2.85
3457,0.31,Ideal,D,VVS2,61.2,59.0,805,4.37,4.39,2.68
3458,0.42,Ideal,G,VVS1,61.9,56.0,1150,4.8,4.85,2.98
3459,1.01,Premium,G,VS1,59.5,60.0,4853,6.49,6.48,3.86
3460,0.5,Premium,E,VS2,62.9,60.0,1629,5.04,5.01,3.16
3461,0.3,Good,F,SI2,63.4,56.0,394,4.26,4.29,2.71
3462,1.1,Very Good,I,VS1,60.2,59.0,5082,6.67,6.71,4.03
3463,0.51,Ideal,H,IF,62.3,54.0,1879,5.14,5.17,3.21
3464,0.71,Premium,F,SI1,60.2,60.0,2345,5.79,5.71,3.46
3465,0.63,Ideal,F,VVS2,61.5,56.0,2817,5.48,5.52,3.38
3466,0.32,Ideal,J,VS1,61.3,57.0,540,4.43,4.41,2.71
3467,0.4,Ideal,G,VVS2,62.4,57.0,917,4.7,4.73,2.94
3468,0.41,Good,E,SI1,63.6,58.0,705,4.72,4.74,3.01
3469,0.7,Very Good,F,VS2,62.8,58.0,2552,5.6,5.64,3.53
3470,1.1,Very Good,F,SI1,58.9,63.0,5769,6.73,6.78,3.98
3471,1.04,Premium,I,VS1,61.6,56.0,4892,6.59,6.52,4.04
3472,1.02,Good,G,VS1,64.3,57.0,6059,6.34,6.28,4.06
3473,0.85,Ideal,H,SI2,61.8,54.0,2659,6.1,6.07,3.76
3474,1.19,Very Good,H,SI1,60.8,59.0,5595,6.84,6.87,4.17
3475,1.21,Very Good,E,SI1,62.2,60.0,7703,6.78,6.76,4.21
3476,0.57,Very Good,F,SI1,62.6,58.0,1403,5.28,5.32,3.32
3477,0.33,Very Good,G,VS2,60.8,62.0,579,4.42,4.46,2.7
3478,1.23,Premium,F,VS1,61.3,60.0,9489,6.94,6.9,4.24
3479,1.26,Very Good,H,SI1,62.5,56.0,7477,6.88,6.93,4.31
3480,1.08,Very Good,F,SI2,63.3,59.0,4167,6.48,6.44,4.09
3481,0.41,Ideal,J,VS2,62.2,54.0,613,4.76,4.79,2.97
3482,0.8,Premium,E,SI2,59.1,61.0,2304,6.03,5.99,3.55
3483,0.29,Very Good,E,VS1,62.4,55.0,555,4.2,4.25,2.63
3484,0.31,Ideal,G,IF,61.9,54.0,891,4.35,4.38,2.7
3485,1.58,Ideal,I,SI1,61.7,56.0,11110,7.47,7.5,4.62
3486,0.81,Good,D,SI1,64.1,54.0,3324,5.92,5.96,3.81
3487,0.25,Ideal,G,VS1,62.3,54.0,438,4.05,4.11,2.54
3488,2.02,Good,I,VS1,65.5,57.0,15765,7.88,7.96,5.19
3489,0.57,Ideal,F,VS2,62.3,55.0,1760,5.36,5.3,3.32
3490,0.32,Ideal,G,VVS1,61.9,56.0,1080,4.4,4.39,2.72
3491,1.02,Very Good,J,SI2,62.9,59.0,3755,6.34,6.41,4.01
3492,1.23,Premium,G,SI1,61.2,59.0,6888,6.88,6.81,4.19
3493,2.4,Ideal,H,SI2,62.0,55.0,18541,8.6,8.57,5.32
3494,0.9,Premium,D,SI2,62.5,59.0,3312,6.18,6.13,3.85
3495,1.21,Premium,F,VS2,61.6,58.0,8660,6.88,6.79,4.21
3496,0.81,Ideal,E,VVS1,62.5,54.0,5752,5.95,5.98,3.73
3497,1.5,Good,G,I1,57.4,62.0,3179,7.56,7.39,4.29
3498,2.03,Very Good,J,VVS2,63.2,60.0,16043,7.94,7.88,5.0
3499,0.51,Good,F,SI1,63.6,56.0,1220,5.08,5.11,3.24
3500,0.7,Very Good,D,SI1,62.5,63.0,2374,5.7,5.63,3.54
3501,0.31,Premium,G,VS2,60.9,58.0,544,4.35,4.38,2.66
3502,1.01,Fair,H,VS2,64.5,60.0,4751,6.3,6.25,4.05
3503,0.45,Premium,D,VVS1,61.5,55.0,1736,5.02,4.97,3.07
3504,0.5,Very Good,F,SI2,63.1,60.0,1020,5.0,5.04,3.17
3505,1.21,Good,G,VS2,63.8,56.0,8099,6.74,6.67,4.28
3506,0.38,Premium,G,VS2,59.2,60.0,983,4.73,4.7,2.79
3507,0.71,Good,F,VS2,57.8,60.0,2777,5.87,5.9,3.4
3508,0.7,Fair,H,SI1,65.2,58.0,2048,5.49,5.55,3.6
3509,1.01,Premium,F,SI2,60.0,59.0,3897,6.47,6.41,3.86
3510,0.52,Ideal,F,VVS2,60.8,55.0,2359,5.21,5.25,3.19
3511,2.53,Ideal,I,SI1,62.4,57.0,16709,8.68,8.59,5.39
3512,0.5,Very Good,G,VVS2,62.9,55.0,1904,5.05,5.09,3.19
3513,1.01,Very Good,G,VS2,62.9,60.0,5779,6.28,6.35,3.97
3514,0.4,Ideal,F,IF,61.9,54.0,1406,4.75,4.81,2.96
3515,0.56,Ideal,E,VS1,62.3,57.0,1791,5.3,5.26,3.29
3516,1.03,Ideal,F,SI2,62.6,57.0,3461,6.44,6.4,4.02
3517,0.9,Very Good,F,SI1,61.6,56.0,3724,6.14,6.2,3.8
3518,0.35,Ideal,G,IF,61.7,55.0,1001,4.52,4.55,2.8
3519,0.3,Ideal,D,SI1,62.5,57.0,709,4.32,4.29,2.69
3520,0.41,Very Good,E,SI1,60.4,58.0,725,4.75,4.79,2.88
3521,0.32,Ideal,D,SI2,62.6,56.0,612,4.4,4.38,2.75
3522,1.01,Premium,G,VVS2,61.7,59.0,7466,6.44,6.37,3.95
3523,0.31,Ideal,F,VS2,61.6,55.0,625,4.36,4.37,2.69
3524,0.7,Ideal,G,SI1,62.2,56.0,2352,5.72,5.69,3.55
3525,1.16,Premium,G,VS1,61.9,58.0,8107,6.76,6.72,4.17
3526,0.71,Good,I,VVS1,63.4,57.0,2549,5.67,5.71,3.61
3527,0.52,Ideal,G,VS1,60.4,57.0,1887,5.21,5.24,3.16
3528,1.23,Ideal,F,VS2,62.4,54.0,10342,6.84,6.87,4.28
3529,0.31,Ideal,E,VS1,61.8,56.0,942,4.37,4.34,2.69
3530,1.02,Premium,F,SI2,63.0,58.0,4238,6.44,6.38,4.04
3531,0.33,Ideal,E,VVS2,61.8,56.0,891,4.44,4.46,2.75
3532,0.41,Ideal,E,SI1,62.5,57.0,755,4.74,4.79,2.98
3533,0.9,Good,G,IF,63.1,58.0,5771,6.09,6.18,3.87
3534,0.53,Good,E,SI1,64.1,54.0,1332,5.11,5.16,3.29
3535,0.33,Very Good,G,VS2,62.8,54.0,579,4.4,4.42,2.77
3536,1.28,Very Good,H,SI2,60.4,61.0,6766,7.08,7.03,4.26
3537,1.01,Very Good,E,VS2,62.7,60.0,6128,6.31,6.38,3.98
3538,1.04,Ideal,G,VS2,60.5,57.0,6955,6.56,6.62,3.99
3539,1.07,Very Good,G,SI2,58.5,61.0,4201,6.59,6.71,3.89
3540,0.5,Premium,E,VS2,58.1,61.0,1420,5.23,5.17,3.02
3541,0.4,Very Good,D,VS1,62.9,56.0,1123,4.67,4.71,2.95
3542,1.07,Ideal,G,VS1,61.8,55.0,7198,6.59,6.55,4.06
3543,1.01,Premium,G,SI1,59.6,58.0,5034,6.61,6.54,3.92
3544,1.56,Very Good,H,VS2,63.1,60.0,11039,7.43,7.34,4.66
3545,0.31,Ideal,I,VVS1,62.0,54.0,557,4.37,4.4,2.72
3546,1.21,Premium,H,VS2,61.0,58.0,7142,6.9,6.83,4.19
3547,0.56,Ideal,H,SI1,61.8,55.0,1214,5.31,5.34,3.29
3548,0.43,Premium,G,VVS1,60.3,58.0,1264,4.91,4.87,2.95
3549,1.52,Premium,H,VS2,61.0,61.0,8001,7.45,7.38,4.52
3550,0.31,Very Good,H,SI1,58.7,60.0,435,4.43,4.47,2.61
3551,0.41,Ideal,E,VS1,61.8,55.0,1079,4.75,4.8,2.95
3552,0.71,Premium,F,SI1,62.2,58.0,2352,5.74,5.67,3.55
3553,0.24,Very Good,E,VVS2,62.9,59.0,552,3.97,4.01,2.51
3554,0.36,Premium,E,VS2,61.3,60.0,789,4.54,4.59,2.8
3555,0.34,Ideal,E,VS1,60.8,57.0,1033,4.53,4.49,2.74
3556,0.41,Premium,D,SI1,59.6,59.0,1015,4.85,4.82,2.88
3557,0.7,Very Good,G,VS2,62.2,61.0,2633,5.54,5.59,3.46
3558,0.36,Very Good,H,VS1,60.8,59.0,631,4.59,4.62,2.8
3559,0.79,Ideal,G,SI1,61.1,57.0,2898,5.98,5.93,3.64
3560,0.55,Ideal,F,SI1,61.9,55.0,1700,5.25,5.29,3.26
3561,1.22,Ideal,G,VVS1,61.5,56.0,12081,6.86,6.9,4.23
3562,0.9,Ideal,G,SI2,62.5,55.0,3338,6.21,6.15,3.86
3563,0.72,Good,F,VS2,58.0,57.0,2671,5.93,6.01,3.46
3564,1.2,Very Good,F,SI2,63.2,58.0,4502,6.78,6.74,4.27
3565,0.32,Ideal,D,VS2,61.1,56.0,972,4.41,4.39,2.69
3566,1.53,Premium,G,SI2,58.7,59.0,8688,7.51,7.45,4.39
3567,0.91,Ideal,I,SI2,61.6,57.0,2981,6.24,6.23,3.84
3568,0.71,Premium,D,VS2,62.7,58.0,2659,5.53,5.67,3.54
3569,0.72,Fair,D,VS2,65.4,56.0,2414,5.68,5.6,3.69
3570,1.05,Ideal,G,VS2,61.6,56.0,6837,6.52,6.56,4.03
3571,0.77,Very Good,H,VVS2,61.1,56.0,3208,5.89,5.92,3.61
3572,0.47,Ideal,F,VVS1,61.9,55.0,1779,4.98,5.0,3.09
3573,0.73,Ideal,F,VS1,62.6,56.0,3211,5.73,5.71,3.58
3574,1.2,Good,G,VS2,64.0,59.0,6720,6.8,6.63,4.3
3575,0.76,Very Good,E,SI2,62.0,54.0,2530,5.84,5.91,3.64
3576,1.01,Ideal,E,SI2,62.4,56.0,4808,6.43,6.39,4.0
3577,1.58,Premium,D,SI1,59.0,59.0,13329,7.68,7.63,4.52
3578,1.01,Ideal,E,SI2,62.2,56.0,4788,6.42,6.45,4.0
3579,0.38,Premium,E,VS2,62.2,59.0,1112,4.67,4.63,2.89
3580,1.31,Ideal,G,VS1,60.5,57.0,10155,7.1,7.14,4.31
3581,1.51,Premium,F,VS2,61.6,58.0,14817,7.35,7.32,4.52
3582,0.32,Ideal,H,VVS2,62.0,55.0,645,4.39,4.42,2.73
3583,0.52,Ideal,H,VVS1,62.1,53.8,1767,5.17,5.19,3.21
3584,1.2,Very Good,J,SI1,61.2,55.0,5142,6.84,6.88,4.2
3585,0.3,Premium,H,VS2,61.1,59.0,608,4.37,4.3,2.65
3586,0.3,Ideal,E,VS1,61.6,57.0,729,4.3,4.33,2.66
3587,0.7,Very Good,E,VS2,61.4,57.0,2553,5.7,5.73,3.51
3588,1.08,Good,D,SI1,63.8,59.0,5821,6.39,6.47,4.1
3589,1.14,Very Good,D,SI1,62.7,59.0,6464,6.64,6.67,4.17
3590,1.75,Good,H,SI2,64.1,56.0,8385,7.59,7.55,4.85
3591,0.56,Ideal,D,VS1,61.1,56.0,2741,5.3,5.33,3.25
3592,1.06,Ideal,H,VVS1,61.3,57.0,7193,6.55,6.53,4.01
3593,0.52,Ideal,E,VS2,61.2,56.0,1815,5.23,5.16,3.18
3594,1.22,Premium,G,VS2,61.2,58.0,7729,6.81,6.91,4.2
3595,0.35,Ideal,E,VS2,62.5,55.0,767,4.5,4.52,2.82
3596,0.52,Premium,G,VVS2,61.8,59.0,2012,5.16,5.13,3.18
3597,0.42,Premium,G,VS1,60.9,58.0,921,4.81,4.84,2.94
3598,0.3,Premium,F,SI1,62.1,60.0,641,4.28,4.26,2.65
3599,1.0,Very Good,I,SI2,60.8,63.0,3276,6.41,6.34,3.88
3600,1.0,Very Good,G,VVS2,62.7,57.0,7950,6.32,6.37,3.98
3601,2.01,Premium,J,VS1,60.1,59.0,15185,8.25,8.18,4.94
3602,1.01,Ideal,J,VS2,61.1,56.0,4617,6.49,6.51,3.97
3603,0.72,Ideal,I,VS2,61.1,56.0,2337,5.76,5.82,3.54
3604,0.3,Ideal,E,VS2,61.5,55.0,658,4.32,4.4,2.68
3605,0.3,Premium,F,VS1,61.9,59.0,844,4.3,4.26,2.65
3606,0.31,Premium,I,VVS2,62.1,58.0,698,4.33,4.3,2.68
3607,0.72,Premium,E,SI1,62.1,58.0,2857,5.76,5.73,3.57
3608,2.01,Ideal,I,SI2,62.3,57.0,13796,8.06,8.08,5.03
3609,1.05,Premium,D,SI2,60.4,57.0,5057,6.6,6.55,3.97
3610,1.27,Ideal,F,VS2,62.8,56.0,6543,6.9,6.86,4.32
3611,1.0,Good,D,VS2,64.1,58.0,6389,6.24,6.33,4.03
3612,0.61,Very Good,H,VVS2,61.4,57.0,1970,5.46,5.5,3.36
3613,1.31,Ideal,G,VVS2,59.2,59.0,11459,7.12,7.18,4.23
3614,1.32,Premium,F,SI1,59.7,60.0,7683,7.11,7.16,4.26
3615,2.11,Premium,J,SI2,61.0,58.0,12440,8.2,8.29,5.03
3616,0.94,Very Good,H,SI2,61.9,57.0,3394,6.21,6.29,3.87
3617,0.37,Premium,F,VS2,62.7,58.0,957,4.58,4.55,2.86
3618,1.01,Very Good,F,SI2,62.1,58.0,4332,6.35,6.41,3.96
3619,0.71,Very Good,D,VS2,63.0,58.0,3096,5.65,5.68,3.57
3620,0.31,Premium,G,SI1,61.8,60.0,462,4.32,4.35,2.68
3621,1.09,Ideal,H,SI2,61.5,55.0,4212,6.65,6.68,4.1
3622,0.43,Ideal,D,VS1,61.6,56.0,1207,4.85,4.86,2.99
3623,1.5,Very Good,E,SI1,58.6,62.0,10626,7.43,7.46,4.36
3624,1.58,Ideal,I,VVS1,61.7,53.0,11526,7.52,7.53,4.65
3625,2.0,Very Good,H,SI1,60.3,61.0,16092,8.11,8.17,4.91
3626,1.31,Ideal,G,VS1,62.2,56.0,10071,7.05,7.01,4.37
3627,0.54,Ideal,H,VS1,61.2,55.0,1454,5.25,5.31,3.23
3628,1.01,Good,E,SI2,58.5,61.0,4506,6.51,6.55,3.82
3629,2.3,Ideal,G,SI2,61.6,57.0,15433,8.47,8.41,5.2
3630,1.7,Premium,E,SI1,58.2,62.0,10860,7.86,7.81,4.56
3631,0.33,Premium,I,VVS2,61.5,58.0,579,4.43,4.45,2.73
3632,0.5,Ideal,H,VVS1,62.5,53.0,1648,5.09,5.12,3.19
3633,0.23,Good,F,VS2,63.8,57.0,357,3.93,3.84,2.48
3634,0.9,Premium,H,VS1,60.2,58.0,4234,6.32,6.28,3.79
3635,1.18,Fair,F,SI2,55.9,64.0,4903,7.15,7.01,3.95
3636,1.04,Premium,F,VS2,61.7,59.0,6906,6.49,6.45,3.99
3637,0.33,Ideal,G,VS2,62.3,57.0,743,4.43,4.4,2.75
3638,1.01,Premium,E,SI2,59.5,59.0,4751,6.58,6.54,3.9
3639,0.31,Ideal,D,SI2,62.8,53.0,593,4.37,4.35,2.74
3640,0.95,Premium,J,VVS2,62.6,59.0,3669,6.23,6.26,3.91
3641,0.29,Very Good,D,VVS2,62.3,59.0,664,4.21,4.26,2.64
3642,1.01,Ideal,I,SI1,62.3,59.0,4518,6.41,6.37,3.98
3643,1.5,Very Good,D,SI1,60.0,59.0,12060,7.41,7.46,4.46
3644,1.01,Ideal,I,VS1,61.1,54.0,5182,6.46,6.48,3.95
3645,0.32,Ideal,F,VVS1,61.5,56.0,867,4.41,4.43,2.72
3646,1.0,Ideal,E,VS2,62.5,57.0,7177,6.38,6.45,4.01
3647,1.29,Premium,I,VS2,60.4,58.0,6321,7.12,7.03,4.27
3648,0.91,Very Good,F,VS2,60.8,57.0,4606,6.24,6.25,3.8
3649,0.31,Ideal,I,VS2,61.4,55.0,452,4.35,4.41,2.69
3650,0.35,Very Good,F,VS1,61.9,56.0,760,4.5,4.53,2.79
3651,0.7,Ideal,J,SI1,62.3,57.0,1974,5.69,5.71,3.55
3652,0.83,Premium,D,SI1,59.7,59.0,3556,6.14,6.12,3.66
