carat,cut,color,clarity,depth,table,x,y,z,price
1.27,Ideal,G,VS2,61.5,55.0,6.95,6.97,4.28,9060
0.31,Ideal,D,SI1,61.8,55.0,4.34,4.37,2.69,732
0.31,Ideal,G,VVS1,62.0,54.0,4.35,4.37,2.7,840
0.26,Very Good,H,VVS2,63.1,56.0,4.05,4.08,2.57,497
1.13,Very Good,H,VS2,63.2,55.0,6.57,6.6,4.16,6132
1.01,Ideal,D,VS2,61.4,57.0,6.46,6.49,3.98,8687
1.5,Very Good,E,SI1,62.5,58.0,7.19,7.31,4.53,12336
1.05,Ideal,G,VS1,62.1,56.0,6.54,6.51,4.06,7397
0.32,Ideal,G,VVS1,61.9,55.0,4.37,4.42,2.72,842
1.21,Ideal,F,VS1,62.1,53.0,6.89,6.86,4.26,10032
0.31,Ideal,F,VS2,61.5,55.0,4.4,4.38,2.7,802
0.74,Very Good,G,VS2,62.6,58.0,5.69,5.76,3.58,2642
1.27,Ideal,H,VS1,61.8,56.0,6.99,6.95,4.32,8602
0.59,Ideal,F,VVS2,61.3,55.0,5.35,5.42,3.3,2274
0.31,Ideal,F,IF,62.3,54.0,4.33,4.35,2.7,914
0.32,Ideal,G,VVS1,61.9,56.0,4.4,4.35,2.71,812
1.02,Premium,I,SI2,61.1,60.0,6.41,6.44,3.93,3886
1.14,Ideal,G,VS1,61.5,57.0,6.7,6.73,4.13,7526
1.24,Ideal,G,VS1,61.3,56.0,6.98,6.95,4.27,8431
1.2,Premium,I,SI1,61.7,56.0,6.77,6.84,4.2,5618
0.82,Ideal,I,SI1,61.6,57.0,6.02,6.05,3.71,2965
2.17,Ideal,H,SI2,62.3,57.0,8.29,8.32,5.15,17408
0.31,Fair,D,SI1,64.7,58.0,4.33,4.24,2.77,708
1.33,Ideal,J,SI1,61.1,55.0,7.14,7.12,4.37,5330
0.31,Ideal,E,VS1,61.4,55.0,4.37,4.4,2.69,871
0.5,Ideal,E,SI1,61.9,57.0,5.09,5.12,3.16,1337
0.75,Ideal,H,SI1,62.3,57.0,5.79,5.84,3.62,2964
1.0,Premium,J,SI1,62.8,59.0,6.37,6.29,3.97,3750
0.34,Ideal,G,VS1,60.3,57.0,4.53,4.51,2.72,645
0.56,Ideal,H,VVS1,60.4,56.0,5.35,5.39,3.25,2052
0.53,Ideal,D,VS1,62.3,54.0,5.17,5.23,3.23,1793
1.25,Ideal,G,VS2,61.0,57.0,7.03,6.96,4.28,8726
1.01,Ideal,H,SI2,60.9,56.0,6.51,6.45,3.95,4321
0.52,Ideal,G,VS1,61.4,55.0,5.17,5.26,3.2,1643
0.41,Ideal,E,VS2,62.9,56.0,4.75,4.72,2.97,1091
0.23,Very Good,F,VVS2,60.9,58.0,3.94,3.97,2.42,530
1.21,Very Good,J,VS2,60.8,57.0,6.87,6.91,4.19,5190
1.07,Premium,F,SI1,62.2,58.0,6.56,6.51,4.07,5222
0.31,Ideal,F,VVS1,60.5,57.0,4.38,4.4,2.66,840
0.76,Ideal,G,SI2,60.9,56.0,5.91,5.87,3.6,2088
0.55,Ideal,D,SI1,61.4,55.0,5.28,5.24,3.24,1240
0.41,Ideal,E,VS1,61.4,55.0,4.83,4.81,2.96,1153
1.01,Good,F,VVS1,60.9,62.0,6.41,6.46,3.92,8286
0.51,Ideal,E,VS2,60.9,57.0,5.18,5.15,3.15,1626
0.93,Very Good,E,SI1,62.6,56.0,6.19,6.23,3.89,4351
0.4,Ideal,E,VS1,62.6,55.0,4.66,4.69,2.93,1125
0.3,Ideal,G,VS1,62.2,56.0,4.28,4.31,2.67,624
0.79,Ideal,F,SI1,61.0,56.0,5.96,5.99,3.64,3994
0.7,Very Good,H,VS1,62.8,56.0,5.61,5.65,3.53,2329
0.41,Ideal,F,VS1,62.3,55.0,4.75,4.78,2.97,1007
1.36,Very Good,I,VS1,60.7,56.0,7.18,7.22,4.38,8580
0.42,Very Good,F,SI1,61.5,57.0,4.78,4.81,2.95,926
0.54,Ideal,F,VS2,62.2,54.0,5.21,5.24,3.25,1736
1.15,Premium,H,VS1,62.9,58.0,6.72,6.66,4.2,7277
0.25,Very Good,H,VVS1,62.0,55.0,4.02,4.06,2.51,472
0.74,Ideal,D,SI1,62.7,55.0,5.76,5.79,3.62,3311
0.5,Good,G,VS2,63.5,58.0,5.06,5.03,3.2,1291
0.8,Ideal,H,SI1,62.3,56.0,5.9,5.86,3.67,3270
0.31,Ideal,E,VS2,61.8,56.0,4.35,4.38,2.69,640
0.71,Ideal,G,VS2,62.5,56.0,5.69,5.72,3.57,2509
1.5,Very Good,F,VS2,62.2,57.0,7.23,7.29,4.52,11836
0.37,Ideal,D,SI1,61.7,56.0,4.64,4.6,2.85,739
1.05,Premium,H,SI2,61.7,59.0,6.55,6.53,4.04,3720
1.56,Premium,I,VS2,59.7,60.0,7.52,7.54,4.48,10833
0.54,Premium,E,SI1,62.0,58.0,5.24,5.21,3.23,1395
0.54,Ideal,I,VS2,61.3,56.0,5.22,5.24,3.21,1132
0.3,Premium,G,SI1,62.5,58.0,4.34,4.31,2.7,612
1.01,Very Good,F,SI1,60.2,60.0,6.44,6.47,3.89,5051
0.31,Ideal,H,VVS1,62.1,54.0,4.35,4.38,2.71,638
1.25,Premium,I,VS2,60.7,58.0,6.96,7.01,4.23,5988
1.0,Premium,I,SI1,62.4,58.0,6.35,6.32,3.96,3968
0.52,Very Good,E,SI1,62.2,60.0,5.11,5.15,3.19,1323
1.01,Premium,E,VS1,59.8,62.0,6.45,6.41,3.86,7452
0.9,Ideal,G,SI2,61.2,57.0,6.21,6.23,3.8,3521
1.2,Ideal,H,SI1,62.0,56.0,6.82,6.85,4.24,6804
1.01,Ideal,G,VS2,62.1,57.0,6.43,6.39,3.98,6340
1.51,Ideal,G,VS2,62.2,54.0,7.32,7.38,4.57,13109
1.06,Ideal,F,VVS2,61.3,56.0,6.54,6.6,4.03,8941
0.9,Ideal,E,SI2,62.2,57.0,6.16,6.19,3.84,3756
0.34,Premium,H,VS2,62.0,60.0,4.48,4.52,2.79,537
1.1,Ideal,G,VS2,61.1,56.0,6.64,6.69,4.08,6541
0.23,Very Good,G,VVS1,60.2,59.0,4.0,4.01,2.41,415
0.32,Ideal,H,VS2,62.0,55.0,4.4,4.43,2.74,505
0.5,Ideal,D,VS2,62.5,57.0,5.05,5.01,3.14,1575
1.19,Very Good,H,SI2,62.0,58.0,6.78,6.82,4.22,5356
1.01,Ideal,H,SI1,61.1,58.0,6.4,6.44,3.93,4580
0.34,Premium,E,SI1,61.9,59.0,4.41,4.46,2.74,596
1.27,Ideal,F,VS2,62.6,56.0,6.92,6.88,4.32,10090
1.01,Ideal,E,SI1,61.5,58.0,6.41,6.43,3.95,5608
0.9,Very Good,E,VS2,60.2,58.0,6.19,6.23,3.73,5608
1.03,Premium,E,VS2,60.8,58.0,6.56,6.51,3.98,6720
0.74,Fair,H,SI1,60.6,66.0,5.77,5.81,3.5,1995
0.31,Ideal,G,IF,61.7,55.0,4.34,4.37,2.69,891
1.56,Very Good,I,VS2,61.5,59.0,7.45,7.48,4.59,10763
0.3,Ideal,H,VS2,61.4,55.0,4.34,4.36,2.67,491
0.7,Very Good,F,VS1,61.5,58.0,5.65,5.71,3.49,3254
1.02,Good,H,SI2,61.6,61.0,6.39,6.43,3.95,3548
1.01,Very Good,E,SI1,60.0,59.0,6.52,6.56,3.93,5257
0.42,Ideal,F,VS2,62.0,57.0,4.81,4.76,2.96,968
1.51,Ideal,G,VS1,62.0,56.0,7.32,7.37,4.55,14479
0.31,Ideal,H,SI1,61.9,54.0,4.38,4.41,2.72,434
0.41,Very Good,E,SI1,62.7,55.0,4.74,4.77,2.98,755
0.34,Ideal,H,VS1,60.4,55.0,4.54,4.56,2.75,596
1.1,Premium,F,SI2,61.4,59.0,6.65,6.62,4.08,4347
0.7,Ideal,E,SI2,61.4,56.0,5.77,5.75,3.53,2026
0.31,Ideal,E,VS2,61.7,55.0,4.38,4.41,2.72,872
2.01,Premium,H,VS2,61.1,58.0,8.14,8.09,4.95,18215
1.05,Very Good,F,VS1,60.5,56.0,6.57,6.62,4.0,7485
1.52,Very Good,F,VS1,61.9,56.0,7.31,7.39,4.55,15649
0.9,Premium,F,SI2,61.6,58.0,6.19,6.16,3.8,4011
0.91,Premium,E,SI1,62.3,58.0,6.18,6.14,3.83,3951
1.55,Ideal,I,VS1,62.5,55.0,7.39,7.36,4.6,11460
1.18,Ideal,F,VS1,62.1,55.0,6.76,6.8,4.21,9503
0.5,Very Good,D,SI1,62.7,58.0,5.03,5.06,3.17,1415
0.74,Premium,G,SI1,61.3,58.0,5.78,5.84,3.57,2448
1.25,Ideal,G,VS1,62.1,57.0,6.95,6.89,4.29,9618
0.27,Ideal,E,VS2,61.9,56.0,4.14,4.17,2.57,620
0.58,Ideal,E,SI1,61.9,55.0,5.32,5.38,3.31,1636
0.93,Very Good,D,SI1,63.8,57.0,6.21,6.16,3.94,5285
1.26,Ideal,F,SI2,61.2,57.0,7.02,6.98,4.28,6628
1.01,Ideal,G,VVS2,63.1,56.0,6.39,6.35,4.02,8701
0.41,Ideal,E,VS2,62.1,57.0,4.75,4.75,2.95,935
1.05,Very Good,H,VVS2,61.6,56.0,6.49,6.52,4.01,6974
0.31,Very Good,H,VS2,63.3,56.0,4.3,4.33,2.73,489
1.52,Premium,E,VS2,62.7,59.0,7.31,7.29,4.58,13887
1.0,Very Good,G,VS2,62.8,57.0,6.38,6.34,4.0,5973
1.01,Good,I,SI2,63.4,58.0,6.34,6.37,4.03,3823
1.01,Ideal,F,SI2,62.4,55.0,6.39,6.43,4.0,5182
1.12,Ideal,F,VS1,61.5,57.0,6.64,6.66,4.08,8457
0.41,Ideal,I,VVS1,61.1,56.0,4.81,4.82,2.94,863
0.59,Ideal,F,SI1,61.8,57.0,5.39,5.35,3.32,1569
0.53,Ideal,E,SI1,61.4,56.0,5.25,5.28,3.24,1624
1.03,Very Good,D,SI1,63.3,56.0,6.35,6.38,4.03,5078
2.0,Premium,F,SI2,63.0,59.0,8.01,7.98,5.03,14065
0.9,Premium,E,SI2,60.4,59.0,6.16,6.19,3.73,3300
1.11,Good,F,SI2,63.2,58.0,6.51,6.59,4.13,4170
0.32,Ideal,H,VS2,62.2,58.0,4.37,4.42,2.73,505
2.03,Premium,F,SI2,62.5,60.0,8.13,8.09,5.06,18804
0.71,Very Good,D,VS1,63.5,57.0,5.66,5.69,3.6,3222
1.03,Premium,G,VS1,62.4,58.0,6.48,6.45,4.03,6814
0.51,Premium,G,VVS2,59.9,59.0,5.19,5.2,3.11,1844
0.5,Ideal,I,SI1,62.4,56.0,5.08,5.04,3.16,1035
1.06,Ideal,G,SI2,61.9,57.0,6.54,6.57,4.05,4355
1.01,Ideal,E,SI1,62.0,56.0,6.49,6.45,4.01,6289
0.72,Ideal,F,SI2,61.6,56.0,5.74,5.77,3.54,2282
0.74,Very Good,D,VS1,60.8,59.0,5.82,5.86,3.55,3616
0.78,Ideal,F,VS2,61.9,54.0,5.88,5.92,3.64,4013
0.38,Ideal,F,VS1,62.1,54.0,4.64,4.69,2.9,1007
0.29,Ideal,I,VS2,62.2,55.0,4.23,4.26,2.64,481
0.32,Very Good,E,SI2,60.8,61.0,4.39,4.42,2.68,449
0.31,Premium,G,VVS1,61.5,59.0,4.37,4.35,2.68,740
0.72,Ideal,H,SI1,62.7,56.0,5.71,5.74,3.59,2294
2.01,Ideal,D,SI2,62.8,58.0,8.04,8.07,5.05,15887
1.01,Premium,E,SI2,62.7,59.0,6.37,6.32,3.98,4630
1.24,Premium,G,SI2,61.0,60.0,6.88,6.92,4.2,5550
0.9,Premium,D,SI1,59.5,58.0,6.27,6.34,3.74,4029
1.02,Very Good,G,VS2,62.4,58.0,6.42,6.47,4.02,6058
0.73,Premium,D,SI1,62.0,58.0,5.75,5.79,3.58,2816
1.01,Premium,G,VVS2,62.0,61.0,6.43,6.34,3.96,7056
0.41,Ideal,F,VVS1,61.4,56.0,4.77,4.8,2.94,1168
1.5,Fair,H,SI1,64.7,60.0,7.06,7.11,4.57,7961
0.41,Very Good,F,VVS1,62.3,59.0,4.78,4.81,2.98,1245
1.23,Ideal,G,VVS2,61.7,55.0,6.92,6.86,4.26,10063
1.02,Ideal,G,VS1,60.7,56.0,6.5,6.54,3.97,6951
0.39,Ideal,E,VVS2,61.2,57.0,4.77,4.73,2.91,1072
0.3,Very Good,D,VS2,63.0,58.0,4.32,4.3,2.71,710
1.0,Very Good,I,SI2,61.9,58.0,6.4,6.38,3.96,3797
1.57,Ideal,G,VS2,62.4,56.0,7.46,7.43,4.64,14308
0.43,Ideal,G,VVS2,62.0,56.0,4.83,4.85,3.0,1135
0.43,Premium,G,IF,61.6,59.0,4.84,4.88,2.99,1364
0.34,Premium,E,VS1,62.3,58.0,4.46,4.49,2.79,677
0.3,Premium,G,VVS1,61.6,59.0,4.31,4.33,2.66,789
0.33,Ideal,H,VVS1,62.2,57.0,4.41,4.44,2.75,730
2.02,Premium,G,VS2,61.6,58.0,8.05,8.12,4.98,17784
0.31,Very Good,G,VVS1,60.4,59.0,4.4,4.43,2.66,789
0.9,Premium,F,SI2,62.0,58.0,6.18,6.22,3.84,3662
1.25,Premium,G,VVS2,62.0,55.0,6.91,6.87,4.27,9035
0.25,Very Good,E,SI1,61.0,61.0,4.05,4.08,2.47,548
0.59,Premium,I,VS2,61.7,58.0,5.38,5.32,3.3,1323
0.93,Fair,D,SI1,65.0,56.0,6.23,6.17,4.02,4284
0.31,Ideal,G,SI1,61.8,56.0,4.35,4.37,2.69,516
0.41,Premium,E,VS2,61.7,58.0,4.74,4.79,2.94,999
1.5,Premium,H,SI2,62.1,60.0,7.24,7.28,4.5,7744
1.05,Ideal,E,VS2,61.6,55.0,6.51,6.54,4.02,8110
0.51,Ideal,F,SI1,62.2,55.0,5.12,5.15,3.19,1268
0.71,Ideal,D,VS2,62.3,56.0,5.69,5.74,3.56,3345
0.51,Ideal,G,VS1,61.4,55.0,5.12,5.15,3.16,1624
1.22,Ideal,G,SI2,61.4,56.0,6.85,6.91,4.23,6147
1.03,Good,D,SI2,63.8,58.0,6.34,6.38,4.06,7026
0.51,Ideal,E,VS2,61.3,55.0,5.17,5.2,3.17,1787
1.02,Ideal,G,SI1,61.5,56.0,6.53,6.5,4.0,4718
0.51,Very Good,D,SI1,61.0,63.0,5.1,5.06,3.11,1382
0.35,Ideal,J,VS2,61.9,56.0,4.53,4.55,2.81,450
0.41,Ideal,E,VVS1,62.5,55.0,4.74,4.79,2.98,944
0.42,Ideal,D,SI1,61.9,55.0,4.8,4.79,2.97,893
1.56,Premium,I,VS1,61.1,58.0,7.55,7.48,4.61,9105
0.9,Very Good,D,SI1,63.1,54.0,6.16,6.19,3.89,4309
1.01,Ideal,E,SI1,60.6,55.0,6.56,6.5,3.96,4853
1.5,Premium,E,SI2,61.8,60.0,7.3,7.25,4.49,10314
0.6,Ideal,E,SI1,61.9,56.0,5.4,5.44,3.36,1622
1.01,Premium,H,SI1,62.1,60.0,6.4,6.43,3.99,5088
0.4,Ideal,H,VVS2,61.9,55.0,4.74,4.78,2.95,867
0.32,Ideal,D,VVS2,61.0,56.0,4.42,4.44,2.7,932
1.5,Very Good,E,SI2,63.6,56.7,7.19,7.23,4.59,9533
0.58,Ideal,G,VVS2,62.0,57.0,5.35,5.38,3.32,2096
1.0,Ideal,F,VS2,61.0,57.0,6.47,6.44,3.93,7037
0.53,Ideal,F,SI1,61.8,56.0,5.2,5.21,3.22,1349
0.77,Very Good,F,VS1,62.3,58.0,5.82,5.86,3.63,4101
2.01,Premium,I,SI2,61.9,61.0,8.07,8.0,4.98,11322
0.72,Premium,E,SI1,60.9,59.0,5.8,5.77,3.52,3084
0.32,Ideal,E,VS2,62.2,55.0,4.41,4.37,2.73,828
1.04,Premium,H,VS2,60.4,61.0,6.5,6.48,3.92,5601
1.51,Ideal,E,VS2,61.7,56.0,7.36,7.4,4.55,14482
2.04,Premium,G,SI2,61.9,58.0,8.15,8.09,5.02,16921
1.5,Very Good,I,VS1,61.2,59.0,7.35,7.3,4.48,10023
0.41,Very Good,F,VVS1,63.5,58.0,4.73,4.69,2.97,1247
1.05,Very Good,F,SI2,63.6,58.0,6.41,6.37,4.07,4591
0.4,Premium,F,VS1,60.5,58.0,4.77,4.7,2.87,1125
1.45,Premium,G,VS2,62.6,58.0,7.17,7.12,4.48,12872
0.31,Premium,G,VVS2,62.7,58.0,4.38,4.34,2.73,907
0.52,Ideal,H,VS1,62.1,54.0,5.19,5.21,3.23,1370
1.01,Ideal,F,VVS2,61.5,57.0,6.44,6.47,3.97,9730
0.76,Ideal,D,VS2,61.9,55.0,5.85,5.87,3.63,3468
0.72,Very Good,E,VS1,62.5,59.0,5.67,5.75,3.57,3050
1.16,Very Good,H,SI1,63.2,55.0,6.65,6.61,4.2,5769
0.75,Very Good,E,VVS2,61.5,59.0,5.83,5.85,3.58,3859
0.97,Very Good,G,SI1,61.3,56.0,6.34,6.38,3.91,4386
0.38,Premium,E,VS2,62.1,58.0,4.62,4.64,2.88,852
0.26,Ideal,F,VS1,62.4,56.0,4.06,4.09,2.54,597
0.55,Ideal,D,VS2,61.9,55.0,5.22,5.27,3.25,3780
0.32,Ideal,G,IF,62.1,55.0,4.39,4.43,2.74,954
0.73,Premium,I,SI1,62.2,58.0,5.79,5.76,3.59,2150
0.63,Ideal,D,VS2,60.8,56.0,5.53,5.55,3.36,2202
0.91,Premium,E,VS1,62.6,58.0,6.13,6.15,3.84,5222
0.31,Ideal,H,SI1,61.3,55.0,4.36,4.38,2.68,572
0.7,Premium,G,SI1,61.5,56.0,5.81,5.68,3.52,2318
0.7,Very Good,F,VS2,58.7,60.0,5.69,5.81,3.39,2650
0.32,Very Good,F,VS2,60.8,58.0,4.4,4.44,2.69,720
0.3,Good,I,VS2,63.7,57.0,4.27,4.3,2.73,468
1.05,Ideal,H,VS1,62.5,56.0,6.48,6.51,4.06,5979
1.6,Ideal,F,SI2,62.0,56.0,7.48,7.52,4.64,11233
1.0,Good,J,SI2,63.9,63.0,6.27,6.31,4.02,3293
0.57,Very Good,E,SI2,61.4,56.0,5.39,5.35,3.3,1312
1.03,Ideal,F,VVS2,61.9,56.0,6.51,6.47,4.01,8889
0.31,Premium,D,SI1,61.5,58.0,4.36,4.33,2.67,732
0.26,Very Good,F,VVS2,62.4,59.0,4.06,4.09,2.54,564
0.92,Premium,E,SI2,59.8,61.0,6.34,6.31,3.79,3864
0.41,Premium,D,VVS2,58.5,62.0,4.84,4.87,2.88,1163
0.4,Very Good,E,VVS2,61.1,59.0,4.76,4.79,2.92,1270
1.31,Premium,G,VS2,61.2,59.0,7.02,6.98,4.28,7357
0.41,Premium,E,SI2,61.4,58.0,4.81,4.75,2.93,827
0.71,Ideal,E,VS1,62.0,58.0,5.68,5.73,3.54,3139
1.18,Ideal,G,VS2,61.8,55.0,6.8,6.75,4.19,7915
0.31,Premium,D,SI1,59.7,62.0,4.42,4.4,2.63,732
0.54,Premium,D,SI1,62.6,57.0,5.19,5.16,3.24,1612
1.09,Ideal,J,SI2,60.9,54.0,6.69,6.65,4.07,4056
1.52,Ideal,I,SI1,60.4,58.0,7.38,7.47,4.49,8895
0.78,Ideal,I,SI1,62.6,54.0,5.88,5.92,3.69,2585
0.31,Ideal,F,VS2,61.0,56.0,4.35,4.36,2.66,573
0.4,Very Good,E,VS1,62.5,57.0,4.68,4.64,2.91,858
1.51,Good,H,VS2,63.3,58.0,7.26,7.33,4.61,10476
1.6,Premium,G,SI2,61.6,58.0,7.51,7.48,4.63,8873
2.01,Ideal,I,SI2,62.0,57.0,8.09,8.14,5.02,15398
0.72,Ideal,F,SI1,61.6,55.0,5.73,5.77,3.55,2535
0.87,Ideal,H,SI2,62.8,57.0,6.09,6.12,3.83,2870
0.36,Very Good,D,VS2,62.8,54.0,4.55,4.52,2.85,894
1.06,Premium,D,SI1,60.1,61.0,6.65,6.63,3.99,5817
0.32,Premium,F,VS2,61.8,58.0,4.44,4.4,2.73,828
0.33,Ideal,F,VS2,62.0,54.0,4.48,4.45,2.77,770
0.32,Ideal,E,SI2,62.0,57.0,4.38,4.41,2.73,489
0.91,Very Good,G,SI2,61.6,57.0,6.17,6.19,3.81,3300
1.01,Ideal,F,SI2,62.0,56.0,6.43,6.47,3.99,4303
1.61,Ideal,F,VS2,60.8,55.0,7.64,7.67,4.65,17214
0.41,Ideal,E,VVS2,62.9,56.0,4.74,4.7,2.96,1073
0.54,Ideal,E,VS1,61.9,57.0,5.24,5.26,3.25,2070
1.03,Premium,F,VS2,62.8,58.0,6.46,6.4,4.03,6738
3.01,Good,F,SI2,60.8,60.0,9.36,9.24,5.0,18640
0.9,Good,F,SI1,59.6,64.0,6.2,6.25,3.71,3931
1.22,Ideal,E,VVS1,61.8,56.0,6.82,6.85,4.23,13542
0.8,Very Good,D,SI1,62.8,57.0,5.92,5.89,3.71,3487
1.21,Premium,E,SI2,62.0,57.0,6.82,6.77,4.21,6147
0.72,Fair,G,SI1,58.1,66.0,5.92,5.88,3.44,2782
0.32,Ideal,E,VVS2,61.1,57.0,4.44,4.41,2.7,1012
0.55,Premium,F,VS1,59.7,58.0,5.36,5.33,3.18,1600
1.06,Ideal,F,SI1,61.7,57.0,6.55,6.58,4.05,5205
0.79,Ideal,H,SI1,61.8,56.0,5.96,5.92,3.67,2870
1.71,Ideal,H,VS1,60.6,57.0,7.68,7.7,4.65,13744
1.08,Very Good,G,VVS1,60.1,58.0,6.67,6.72,4.03,8288
1.61,Very Good,G,SI2,63.2,58.0,7.46,7.38,4.7,9293
1.02,Ideal,G,VS2,62.0,56.0,6.49,6.46,4.02,6416
0.8,Ideal,F,SI1,62.0,56.0,5.92,5.96,3.69,2760
0.33,Ideal,F,VVS1,63.0,57.0,4.42,4.38,2.77,854
0.26,Ideal,I,VS1,62.1,55.0,4.09,4.12,2.56,358
2.01,Premium,G,SI2,63.0,61.0,7.95,7.87,4.98,15568
0.71,Very Good,G,VS2,60.8,61.0,5.79,5.81,3.51,2402
1.0,Premium,G,VS2,62.6,58.0,6.35,6.29,3.96,5305
1.52,Good,E,SI2,63.5,59.0,7.19,7.23,4.59,8752
0.51,Premium,F,VS1,61.8,58.0,5.13,5.15,3.18,1746
0.3,Premium,D,VS2,60.7,58.0,4.34,4.38,2.64,652
1.52,Premium,H,VS2,60.6,58.0,7.45,7.41,4.5,11477
1.02,Premium,G,VS2,62.1,58.0,6.42,6.45,4.0,5452
1.0,Good,F,SI1,63.8,59.0,6.37,6.31,4.04,5937
1.2,Very Good,F,VS2,62.5,59.0,6.75,6.81,4.24,7711
1.17,Good,G,VS2,63.8,55.0,6.74,6.69,4.28,7632
0.32,Premium,F,VS2,61.6,58.0,4.4,4.37,2.7,828
0.3,Ideal,E,VS2,61.5,57.0,4.34,4.3,2.66,844
0.91,Very Good,E,SI1,62.4,59.0,6.13,6.18,3.84,3878
2.01,Ideal,D,SI2,62.9,57.0,8.02,7.96,5.04,16703
0.41,Very Good,H,VVS1,62.6,57.0,4.74,4.76,2.97,1063
1.19,Very Good,H,SI2,63.5,57.0,6.69,6.73,4.26,4652
0.29,Ideal,E,VVS2,60.7,55.0,4.3,4.33,2.62,669
0.24,Ideal,E,VVS2,60.1,57.0,4.02,4.07,2.44,599
0.41,Ideal,F,VS2,62.7,57.0,4.71,4.73,2.96,863
2.14,Ideal,J,SI2,61.5,57.0,8.33,8.26,5.09,12998
1.0,Very Good,G,VS2,63.4,60.0,6.35,6.29,4.0,6062
1.5,Good,H,SI1,63.7,58.0,7.23,7.18,4.61,8794
0.6,Ideal,D,SI1,62.3,56.0,5.41,5.37,3.35,1992
1.51,Ideal,G,VVS2,62.4,57.0,7.25,7.34,4.56,15272
0.32,Premium,D,VS2,61.3,59.0,4.42,4.39,2.7,972
1.08,Very Good,D,SI1,62.7,58.0,6.52,6.57,4.1,5758
0.53,Ideal,H,VS1,61.1,56.0,5.2,5.24,3.19,1636
0.32,Ideal,E,VS2,62.4,55.0,4.37,4.4,2.73,702
0.61,Ideal,H,VVS1,60.9,58.0,5.47,5.54,3.34,2063
0.35,Ideal,G,VS1,60.8,57.0,4.61,4.57,2.79,906
1.23,Very Good,I,SI1,61.3,59.0,6.84,6.92,4.21,5105
0.31,Ideal,H,VS2,62.0,54.0,4.35,4.4,2.71,511
0.58,Ideal,E,SI2,60.6,57.0,5.41,5.45,3.29,1383
0.35,Premium,D,VVS1,61.5,56.0,4.56,4.53,2.79,1257
0.3,Ideal,D,VS2,62.1,57.0,4.29,4.26,2.66,911
0.32,Ideal,G,VS2,61.8,55.0,4.36,4.37,2.7,672
0.41,Ideal,G,VVS2,60.8,56.0,4.8,4.85,2.94,901
0.33,Premium,G,VVS1,61.7,58.0,4.48,4.45,2.75,932
0.38,Ideal,G,VS2,61.8,54.0,4.67,4.72,2.9,841
0.31,Ideal,F,VVS1,61.5,56.0,4.37,4.4,2.69,926
0.3,Ideal,F,VS2,62.3,57.0,4.32,4.3,2.69,605
1.0,Very Good,H,SI1,59.8,57.0,6.42,6.46,3.86,5002
1.01,Very Good,G,SI1,59.3,57.0,6.52,6.56,3.87,4480
0.41,Premium,D,VS1,62.0,58.0,4.76,4.73,2.94,1138
0.81,Ideal,H,VS2,61.7,55.0,5.93,5.96,3.66,3230
0.9,Premium,G,VS2,62.5,59.0,6.19,6.16,3.86,4241
1.5,Premium,E,VS1,62.2,61.0,7.21,7.16,4.46,13678
1.53,Premium,G,VS2,61.4,58.0,7.39,7.46,4.56,12311
0.31,Ideal,E,VS2,61.8,55.0,4.36,4.41,2.71,642
0.7,Ideal,I,VS1,61.0,57.0,5.75,5.78,3.52,2441
1.51,Good,G,VS2,64.0,54.0,7.27,7.24,4.63,11114
1.01,Very Good,G,VVS2,59.3,59.0,6.48,6.55,3.87,8093
0.42,Ideal,D,VS1,61.6,56.0,4.85,4.81,2.97,1232
0.71,Ideal,E,SI1,61.9,56.0,5.74,5.77,3.55,2683
0.31,Ideal,I,VS1,62.3,54.0,4.38,4.35,2.72,628
1.55,Premium,H,VVS1,61.8,58.0,7.46,7.4,4.59,14593
1.01,Very Good,H,SI1,63.1,56.0,6.38,6.41,4.03,4855
0.43,Ideal,G,VS1,62.1,55.0,4.82,4.85,3.0,951
0.27,Very Good,E,VVS2,63.3,54.0,4.12,4.16,2.6,620
0.32,Good,F,SI2,63.9,56.0,4.34,4.37,2.78,421
1.13,Ideal,I,SI1,62.0,55.0,6.69,6.72,4.15,4967
0.4,Ideal,I,VS2,61.7,56.0,4.79,4.82,2.96,666
0.3,Very Good,G,VS1,61.7,60.0,4.27,4.24,2.62,604
0.32,Very Good,H,VVS1,63.1,57.0,4.33,4.36,2.74,730
1.51,Ideal,G,VS2,59.6,57.0,7.5,7.43,4.46,11531
0.3,Premium,G,VS1,62.6,60.0,4.25,4.29,2.67,605
0.3,Very Good,H,SI1,62.6,57.0,4.28,4.31,2.69,421
1.7,Good,I,SI2,62.5,59.0,7.55,7.49,4.71,8161
0.7,Premium,E,SI1,62.7,58.0,5.64,5.66,3.54,2550
1.6,Very Good,I,VS2,59.6,59.0,7.63,7.67,4.55,10907
1.01,Premium,E,SI2,61.5,57.0,6.47,6.44,3.97,3984
0.71,Ideal,F,VS2,61.2,57.0,5.72,5.8,3.53,3701
1.26,Ideal,G,VS2,61.1,55.0,7.04,7.0,4.28,8687
0.92,Ideal,E,SI1,61.2,56.0,6.26,6.24,3.81,4092
1.01,Premium,G,SI2,60.1,61.0,6.44,6.39,3.86,3507
0.3,Ideal,D,VS2,62.0,54.0,4.36,4.32,2.69,911
0.34,Ideal,E,SI1,61.9,56.0,4.48,4.45,2.76,729
0.85,Ideal,D,SI2,61.4,57.0,6.13,6.19,3.79,3398
